default,student,balance,income
No,Yes,1560.931752199,13621.5691623243
No,Yes,839.8835565619,16883.3388582069
No,Yes,1112.8179784831,13634.9076283835
No,No,1309.2537724595,43278.0592842939
No,No,940.590874822,41560.4709935342
No,No,1019.2489771859,41195.3701168568
No,No,433.669019529,32904.6977154916
No,No,1015.1154250427,42050.4665242275
No,No,75.1776630662,52765.9782830813
No,No,1050.3163764653,39585.6242243462
No,No,48.9118568414,35155.1724669932
No,No,1721.6477799198,48236.1263334984
No,No,1607.3514404308,48700.8480467206
No,No,1180.4475417055,43914.4198194427
No,No,609.8771345748,40875.9465364492
No,Yes,1054.2002082358,19440.9731795923
No,Yes,793.8204657021,19074.0317333481
No,No,879.6756179449,30021.3833465031
No,No,1237.6474219795,29151.2346616317
No,Yes,1412.764358307,18234.4592165626
No,Yes,1174.7164826683,13025.7694481722
No,No,363.3448037816,44325.7888525566
No,No,919.485776298,44928.1846393809
No,Yes,1195.0596696449,21648.6566808064
No,Yes,794.1377878438,15721.7996591962
No,No,10.1888185108,33776.8254558982
No,No,0,31083.2214565069
No,Yes,498.5059792189,16967.6197633608
No,Yes,1227.1611068913,18459.4186146975
Yes,No,1902.6129910377,53394.0762256759
No,Yes,1059.2046368988,11742.3798595281
No,Yes,450.3053907548,21177.6110782599
No,No,418.5398704353,55002.7334074783
No,No,1070.4806766624,32939.3667112495
No,No,1306.7705732941,56640.6340336077
No,Yes,1315.3372979029,8431.1750036152
No,No,66.1523304887,38927.124508577
No,No,56.4207116527,54217.3382458634
No,No,259.2375778258,51355.3746230815
No,Yes,1143.6925780324,23500.9012839272
No,Yes,0,15682.0685039174
No,No,877.7939337892,30239.7207155808
No,No,919.0775550184,45315.5574507726
No,No,333.37418892,29413.1489918422
No,No,197.9107165051,30971.1972485545
No,No,624.9100880074,41047.5557873222
No,No,138.2522518078,54406.5022458143
No,No,787.5517716676,46185.5520006902
No,No,1030.9275643829,36271.3345629976
No,No,1049.7476426154,30159.2098936227
No,No,0,35738.9875659081
No,Yes,1130.0567874409,18467.1021942011
No,No,795.5412235058,51303.1401368965
No,Yes,1503.5962384677,18710.6144823399
No,No,436.135012405,46071.6605240224
No,No,800.705593269,36314.4363313898
Yes,Yes,1881.049952319,16580.4505635578
No,Yes,1445.4580296752,18632.6160618408
No,No,163.7471037241,38970.0289045853
No,No,0,46353.8021213475
No,No,1322.0529370054,47814.1742032386
No,No,1283.5232534024,61525.6961773731
No,No,1000.8984337012,43059.0486011163
No,No,249.8603230381,47602.1164993638
No,No,500.2221783636,38991.0124810993
No,No,568.0944851223,36374.4339230205
No,Yes,1047.0851538275,13714.2793843271
No,Yes,186.66837431,15976.6378608407
No,No,782.7783320022,39224.4092738836
No,Yes,842.5722262892,17279.5218205669
No,No,556.11563128,44197.9084625663
No,No,1234.5786179326,48112.4805359665
No,No,412.8943418522,42123.2172146197
No,No,683.3573937525,29269.3335200448
No,No,872.2261715509,48101.6116884956
No,Yes,1518.0188089467,16740.4430837437
No,No,254.3944552263,44612.1475667156
No,No,900.567503075,40848.6917935743
No,No,595.1451336041,46011.9466316937
No,Yes,163.9398230692,21083.0045099261
No,No,389.6132518597,43472.6742993942
No,Yes,1334.9711802402,14834.8642935984
No,Yes,1961.7286569738,17864.0992535126
No,No,1173.1614932717,36439.6787266044
No,No,1228.9079187906,46411.8200587014
Yes,No,1505.8314745407,29525.7494012187
No,Yes,1217.623913184,21160.4293008005
No,Yes,843.159090993,12042.8942197634
No,No,1004.5329035078,59403.9300095678
No,No,294.0629444413,57500.1110544571
No,No,775.5561388368,34586.253337608
No,Yes,1339.3127687595,21031.8598306849
No,No,801.8550344133,39156.6274892218
No,No,551.8871003161,37573.1413923906
No,Yes,522.3811805986,23440.0642225885
No,Yes,1237.4547227061,20660.4693787312
No,No,320.0059169227,57563.4892343032
No,No,960.6700306027,30093.727535682
No,No,272.0195177158,29773.6093193606
No,No,927.1659182199,33781.8151051117
No,No,75.795259312,55189.6859931147
No,No,1285.8513807346,37635.9540815737
No,No,1471.7750728723,32478.0439109335
No,Yes,808.0147191289,14485.4684384242
No,No,747.3535557126,42900.0249481755
No,Yes,851.3417919404,18786.5803421911
No,No,541.7555693487,57322.1050225554
No,No,0,36269.292539222
No,No,1201.3602641129,51740.8900511035
No,Yes,785.0934845816,32945.8280664548
No,Yes,383.6396643441,17445.182442159
No,No,1107.3041567002,52765.0586636951
No,No,396.9859854419,55454.6310403682
No,No,0,44807.3782736911
No,No,924.2415348044,45207.3876257005
No,No,602.4937248951,33202.5343827786
No,Yes,828.7398250307,17962.3110875424
No,Yes,1.6111755718,20837.335463841
No,Yes,894.0057891445,18002.3251896023
No,No,1234.4764787319,31313.3745754932
No,No,406.013980421,42642.2373730984
No,Yes,1051.9984485411,12376.0959820386
No,Yes,1085.8380796485,18890.2280817727
No,No,1656.1732716356,41133.1268472153
No,Yes,242.6526088652,20426.7939710666
No,Yes,602.3064954907,12927.7128023964
No,No,187.5973026106,59660.997035609
No,No,331.2970818966,34497.7426835848
No,No,911.3877951359,57131.3203683842
No,No,391.4082005139,39761.5618426607
No,No,1450.3491836989,33957.1819605723
No,No,819.9169885263,28960.1128050344
No,Yes,1590.1764125722,18666.4122118689
No,Yes,1256.6148700081,22493.5012611123
Yes,Yes,1889.3321103271,22652.1096342004
No,No,343.1944993733,29555.9054677704
No,No,534.9731546981,44079.3328679291
No,No,1207.6979060636,34857.5403138442
No,No,564.8138972265,39829.4168314528
No,Yes,495.3652632971,22938.136865064
No,No,902.5138230677,38647.5218924775
No,Yes,1741.2733540634,18544.0516544313
No,No,1166.6426248982,52700.1096932984
No,Yes,631.1597700007,23245.0707596437
No,Yes,1076.9779655917,14668.3807126095
Yes,No,1243.5540251995,37634.3463986484
No,No,2113.0190230156,34747.7557770979
No,No,1296.0609970684,43313.2829877461
No,No,1088.6740772095,47147.7259452981
No,No,824.7317040751,42313.5157494728
No,No,684.2948413673,37011.1832764975
No,Yes,878.1490054834,18414.5700678425
No,No,904.2415222361,40683.460345652
No,Yes,942.0422149532,22181.3945457544
No,Yes,957.4925363162,16323.3647607655
No,Yes,1468.3827477561,19846.0647530616
No,No,414.1340631337,40877.2264536574
No,No,1105.0028119368,36812.7060929345
No,No,0.4457567685,31934.8379751055
No,No,293.869320216,56676.8017535974
No,Yes,637.3827282734,19704.9194208198
No,No,1109.5286172344,69325.0798211788
No,No,1223.1129435363,52903.4613674735
No,Yes,1183.6929502387,13081.661063285
No,No,569.7908725786,54335.2240998272
No,No,625.531922916,46026.4879077479
No,No,866.045922598,44827.2658786343
No,Yes,945.4798492226,17279.2868116854
No,No,1554.8455452416,43901.8053189526
No,No,575.768345326,51927.7467980249
No,No,1141.6036872437,38722.9611910965
No,No,1146.6402202084,45376.5564836309
No,No,0,34305.9186818322
No,No,434.7147712922,35454.7554164715
No,No,1026.134430291,39135.6369619437
No,Yes,1302.7972062558,29252.3614341099
No,No,690.7058706127,59561.9052001087
No,No,574.4516329341,40727.642926059
No,No,0,43346.6222644447
No,Yes,251.3060237419,13058.6066581806
No,Yes,1252.1139542099,16490.7069325506
No,No,207.8952068637,52249.3123410668
Yes,No,1753.084389275,48965.3469660968
No,Yes,1279.9352268472,21107.5202436778
No,No,862.8765136883,36461.9011295762
No,No,1143.5414048528,33394.9791032222
No,No,1253.1816404603,71238.550598183
No,Yes,1027.8610697425,14322.0883601209
Yes,No,1964.0146840988,50553.5345217328
No,No,752.426109073,32539.645010165
No,No,953.9298176725,32640.1440477816
No,No,773.2042126951,66749.4334388805
No,No,432.7910884572,52238.087436574
No,No,797.7340161709,31616.8002356646
No,No,240.8415527788,56089.1542511444
No,No,662.3158573976,31815.3465553473
No,Yes,1056.3655498913,15432.3959887695
No,No,741.0875960969,43015.5391532467
No,No,0,42284.6821746769
No,No,981.9544898057,41123.2124696344
No,No,1569.8356664292,42781.3833042045
No,No,136.5055213379,45596.1078294951
No,Yes,731.9517152633,18117.4279105891
No,No,717.8107678161,32040.9312602139
No,Yes,1005.1762228767,18262.17614318
No,No,561.9283609457,31192.9127239783
Yes,No,2033.1917897072,44998.2874372569
No,No,638.8174556518,46704.7380027047
No,Yes,1104.9496869249,11528.9996637775
No,No,0,29514.0336126113
No,No,633.7666724751,34290.6049187037
No,Yes,1526.0251335073,20894.0766566208
No,No,522.7662715392,43026.3291277584
No,No,853.1031275542,47381.7242321925
No,No,1225.2251522229,39338.8621179726
No,Yes,1559.6278690365,22047.7816148887
No,No,260.3399356948,34932.4937627442
No,No,1320.9432451289,50505.3668955538
No,No,1443.6483898454,45089.3895443578
No,No,791.6382334184,30303.6067766383
No,No,922.6664691491,33445.4896891145
No,No,80.7528636418,35887.5463607598
No,No,193.3585386333,34728.0214273877
No,No,939.0985018354,45519.0189767343
No,No,1336.8030147322,30787.1557165826
Yes,No,1488.779561913,49803.2930787071
No,Yes,375.1967469318,13709.2053280026
No,Yes,773.3811631966,18978.1884504424
No,No,581.4231694755,44600.6627973171
No,No,461.0502493756,43147.7720272572
Yes,Yes,1424.5593232885,25398.1974394264
No,Yes,1139.3962135967,17139.8480911334
No,No,1032.2032697247,41673.7341538879
No,No,96.6418386935,44556.2194186218
No,No,338.7794081935,42678.7131911716
No,Yes,1331.425461618,13793.185177665
No,No,0,34479.623487361
No,No,616.2539700009,42436.6864423497
No,No,599.8008625434,30146.635742307
No,Yes,1466.5628900013,20904.4478767522
No,No,593.303890859,49925.323917144
No,No,786.9812600369,49432.9527599407
No,No,926.9853266701,48753.3128742021
No,No,1175.4204332653,37462.6433294708
No,Yes,1697.749667091,23295.8432768538
No,No,575.5143833483,54203.1902133298
No,No,1386.3024436827,54404.4816929543
No,Yes,1222.2450923902,23152.7230957415
No,No,1103.9218798007,52821.534851342
Yes,No,1496.0721103741,40214.6208266244
No,Yes,975.6428740131,25920.3219107255
No,Yes,781.1742570506,23403.0637701792
No,Yes,940.4354662975,18939.8427921635
No,No,375.3296200377,32531.2157555247
No,No,627.8761332908,51770.4583502486
No,No,1304.383208802,49371.9569059475
No,No,1496.2323699903,37534.3292363065
No,Yes,1005.5938287339,15851.4826456384
No,No,828.8577542778,46060.8529335004
No,Yes,1144.3585196295,18903.3784424655
No,No,1386.1919485039,42537.9907928054
No,Yes,1321.8052059731,11453.6115299764
No,No,1121.1512510701,35765.7064949288
No,No,547.8633422387,45966.3510607549
No,No,813.997341222,42461.561421278
No,No,75.1839852575,52166.0059677808
No,No,598.2192977854,28621.1254234809
No,Yes,63.0363232719,12308.0183210287
No,No,0,48642.2545051056
No,No,1553.7033085094,35929.1635489322
No,No,813.7160939284,46419.9970823921
No,No,1386.1767531088,42875.0060232127
No,No,933.767315399,43693.5211629212
No,Yes,1240.0956001901,20134.6472923928
No,No,0,33781.6563086993
No,No,613.5818624039,30833.8020564507
No,No,253.5167956061,53125.483453833
No,Yes,947.8858454367,17094.4788899247
No,Yes,112.8119094969,16100.5708324214
No,Yes,827.0413053513,18892.8212923273
No,No,484.6794989928,43900.0915627634
No,Yes,271.249704929,25157.7314155335
No,No,1018.2489062992,52509.7424393596
No,No,0,43730.7666522244
No,Yes,0,16421.4899199996
No,No,1101.8037149289,36555.4627038954
No,Yes,1471.8978218644,18913.0382150486
No,No,1057.7131804947,40707.6187725798
No,No,1029.8193081051,50635.8908134497
No,No,1308.6630941351,35964.7919280857
No,Yes,1581.7904894819,10537.5298371772
No,No,918.1189018522,53710.2153023883
No,No,637.8002910597,40323.5590650437
No,No,369.0417879942,38468.2446481102
No,Yes,985.0926985752,18499.9615427609
No,No,306.9569266268,32428.8129068856
No,No,1205.9132387798,43715.4137557695
No,No,1079.5029628495,40504.9154530742
No,No,555.2884886292,40046.4219820768
No,No,905.0116944324,39293.9825127873
No,Yes,1348.9560742115,20870.2679822065
No,Yes,1461.8332485643,19252.2372905694
No,No,443.4469922812,29811.3634534199
Yes,No,2024.1050179456,51508.8688750637
No,No,1516.55115237,39368.1418726725
No,Yes,520.5576464928,18256.2883915625
No,No,850.5480986614,44501.9150376188
No,No,926.4896733037,49919.9672941973
No,Yes,1275.8242247921,9611.9631572143
No,Yes,1564.4714105371,19372.821596214
No,No,443.1755645136,37639.9824345739
No,No,323.5469082922,33991.9911077722
No,Yes,512.3202024715,24949.6216077124
No,Yes,524.7606335868,14154.9134748808
No,No,741.420460868,38660.9996466846
No,Yes,1994.0491880754,14305.1114657784
No,No,284.0487756726,41243.8547877224
No,No,565.5053844852,39109.3096711426
No,No,47.7456654428,31150.3746922421
No,No,776.9548658099,45083.3202024572
No,No,353.7390971297,65526.8097376763
No,No,76.1322492186,53594.4200078911
No,No,839.6035975828,45994.6447324797
No,Yes,754.4840226229,22425.5354752613
No,Yes,833.1207735707,23630.2736656378
No,No,1594.6971891608,37091.8738266472
No,No,0,40393.475426742
No,Yes,1281.6170912171,14236.0919939822
No,No,1469.703786085,40174.9503542028
No,No,0,38165.6883141482
No,No,891.4032409542,46611.7316362549
No,No,493.7649099136,51518.0552452664
No,Yes,884.6140115559,24306.6503533345
No,No,0,32582.7455647636
No,No,1028.520386338,47944.6009631919
No,Yes,425.8317403466,13275.9144055105
No,No,1132.3580623173,52489.7642194785
No,No,965.2738038677,46218.4605577078
Yes,No,2499.0167495973,51504.2939603673
No,Yes,1435.1812639282,11346.841867294
No,Yes,1391.1963595191,8637.9633072659
No,Yes,1804.4133688263,17665.5490483662
No,Yes,321.7950671916,19229.2258698321
No,No,1506.6698285775,41931.7044839488
Yes,Yes,1402.2675157905,12104.3156125042
Yes,No,1379.4307171693,38881.9693488013
No,No,1232.9787291019,57182.3321169239
No,No,134.8580207926,35755.8666236451
No,Yes,422.9140173815,18787.3370277614
No,No,661.4258875516,55591.5570250899
No,No,938.6378620819,39459.7670351625
No,No,608.4289940669,56483.0568967942
No,No,1477.5323937945,46965.1382601229
No,Yes,1470.5887409865,17876.2926926974
No,Yes,1488.5988586806,20739.6267863319
No,No,0,49608.0061692772
No,Yes,328.0383341679,19566.267236924
No,Yes,1333.8061278255,21087.3235241636
No,No,764.534716932,40593.2854222443
No,No,110.3266789851,52106.2049030669
Yes,Yes,2502.6849312485,14947.5197523987
No,No,604.3155153549,36592.7568387284
No,Yes,1595.2881578427,22645.0400572771
No,No,0,50076.263573802
No,No,440.6376500676,50902.1361446325
No,Yes,876.918624593,13372.5129190972
No,No,1366.8903140842,35566.9563710813
No,No,1129.9759366953,32795.0463387124
No,No,1077.0208243536,56862.0669379978
No,No,0,45788.4921149217
No,No,1185.6611151702,56483.5372041058
No,No,901.5539184187,57100.417673064
No,Yes,773.7302156924,14841.9896203264
No,No,1387.9733849472,30716.643061226
No,No,1207.6947262249,37355.9443441242
No,Yes,455.71643775,12587.4014518905
No,Yes,550.8950487909,19110.0744657258
No,Yes,1484.8054234308,22965.1766792838
No,Yes,441.6261267835,15261.7080321273
No,No,1137.0398987287,49810.8999928717
No,Yes,1402.4077159019,13870.9696838977
No,No,1541.8128061161,29374.9288818287
No,No,898.9807258634,63041.2247822201
No,Yes,700.3311593114,18702.9559953232
No,Yes,895.4580635401,23795.5514988932
No,No,770.1321919374,48489.3786594128
No,No,841.951730996,53779.0182507663
No,No,44.3136199317,30449.2501938471
No,No,377.3003602938,42257.4931884345
No,No,264.8011505175,49216.2481525872
No,No,522.0216391274,37341.8987786128
No,No,1681.9160049371,41866.5580569381
No,No,1069.5393675468,55421.5527948288
No,No,375.7009492635,37925.974621095
No,Yes,670.9915259728,19835.9690488338
No,No,318.9125682498,49305.553165678
No,Yes,955.1202175858,25314.8530876177
No,No,993.5808787162,34836.2527191327
No,No,278.8052603052,54559.11666453
No,No,1553.289603936,44150.16208824
No,No,0,34522.8855582819
No,No,483.5913011485,36497.468463815
No,Yes,311.5305491441,18534.4307209132
No,No,536.2538615657,32994.1513632918
Yes,Yes,1507.3339477716,23898.8782347949
No,No,1351.0359301627,40946.6055213149
No,No,723.1989865746,42751.7652446347
No,Yes,1041.2027987394,22618.4241475367
No,No,1102.1101093105,34246.6949101404
No,Yes,420.3702643109,16419.7129717032
Yes,No,1278.4073002917,36675.6068828001
No,No,542.4696580323,52741.8106709888
No,No,401.8290422226,47175.6145225579
No,No,506.5058716154,51114.319721702
No,No,1277.7959127597,56605.5988561131
No,Yes,1200.6244709362,18973.9076818191
No,Yes,1418.5860715743,11556.6953127023
No,Yes,480.3397035911,14592.8404029742
No,No,370.5300188015,31139.7218358579
No,No,737.6852405401,51138.2654555752
No,No,501.921445988,41366.6778934933
No,No,1682.2012236141,30441.5548461711
No,Yes,813.4527916117,21073.9888335265
No,No,683.8262514356,46937.622870695
No,Yes,1036.6004440175,15197.248514096
No,Yes,471.143388673,24945.0377452165
No,No,336.4196404434,39707.0423260875
No,Yes,443.7230439161,13136.8304234267
No,No,967.1388884178,35269.1229673177
No,No,902.1378197588,59695.2904641564
No,No,0,37553.5510529754
No,No,1433.1835478951,41744.3150767776
No,Yes,502.797735462,13376.0533426289
No,No,433.452818739,35858.9302041276
No,No,406.4267183031,36750.4989762499
No,No,935.481004969,56610.8155695667
No,Yes,1545.8306407731,12160.842279892
No,Yes,192.4111547116,24050.371721417
No,Yes,1157.1395379483,21222.4155415026
No,No,72.1697402833,39560.6349779677
No,Yes,1417.268257934,20464.0257371703
No,No,1195.4839563409,38452.6413385831
No,No,559.1186502566,55007.2651000453
No,No,0,37499.6892716672
Yes,Yes,2123.369216976,23836.4642624001
No,No,1172.300889909,34513.6108491013
No,No,1453.0836372066,36828.3271922962
No,Yes,323.9570867366,12327.2439903559
No,No,1333.9981655663,57662.121925967
No,No,709.6586991147,37992.2129471808
No,No,731.3091221606,33126.8497707675
No,Yes,279.3155743628,19742.0370612017
No,Yes,630.7044630008,16501.8090037026
No,No,543.0371296791,31268.0951621908
No,Yes,1053.1617350975,25222.978843404
No,Yes,0,19622.5771706294
No,Yes,1762.3521828529,17032.3423516869
No,No,0,43943.2449143298
No,No,469.1519744529,30366.7195981448
No,No,699.7625587738,32881.3045147277
No,No,446.1427252063,42611.5835477328
No,No,571.1799476222,39682.8028691115
No,No,952.3348213464,44864.1548648431
No,No,584.6670227561,55682.4667032247
No,No,174.3678658687,47750.1206074812
No,Yes,671.8017008761,15299.2598850673
No,No,1339.5555103167,53585.7613313739
No,No,0,49232.7065464366
No,Yes,1579.0709772124,21101.2046126527
No,No,917.3235408596,40193.8380967199
No,No,998.3620610521,38385.2913078491
No,No,828.232510551,42246.2173550012
No,Yes,1500.283089198,16943.0290244786
No,Yes,1415.1988225596,16737.5187114242
No,No,198.7309179295,33512.9303722799
No,No,341.7692501927,41662.7426108218
No,Yes,146.735363398,12716.2128314385
No,No,1576.3069157018,30547.7999713877
